ev;kategoria;indoklas;dijazott_azon;nev;szemely_nev;szemely_teljes_nev;nem;szuletesi_ev;szuletesi_datum;szuletesi_hely;szervezet_nev;rovidites;alapitas_eve;jelleg;hovatartozas_1;hovatartozas_2;hovatartozas_3;hovatartozas_4
1924;Orvosi;for his discovery of the mechanism of the electrocardiogram;315;Willem Einthoven;Willem Einthoven;Willem Einthoven;férfi;;1860-05-21;Ázsia;;;;Személy;Leiden University, Leiden, the Netherlands;;;
1924;Irodalmi;for his great national epic, <I>The Peasants</I>;594;Wladyslaw Reymont;Wladyslaw Reymont;Wladyslaw Stanislaw Reymont;férfi;;1867-05-07;Európa;;;;Személy;;;;
1925;Béke;for his crucial role in bringing about the Dawes Plan;489;Charles G. Dawes;Charles G. Dawes;Charles Gates Dawes;férfi;;1865-08-27;Észak-Amerika;;;;Személy;;;;
1925;Irodalmi;for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty;596;George Bernard Shaw;George Bernard Shaw;George Bernard Shaw;férfi;;1856-07-26;Európa;;;;Személy;;;;
1925;Fizikai;for their discovery of the laws governing the impact of an electron upon an atom;31;Gustav Hertz;Gustav Hertz;Gustav Ludwig Hertz;férfi;;1887-07-22;Európa;;;;Személy;Halle University, Halle, Germany;;;
1925;Fizikai;for their discovery of the laws governing the impact of an electron upon an atom;30;James Franck;James Franck;James Franck;férfi;;1882-08-26;Európa;;;;Személy;Goettingen University, Göttingen, Germany;;;
1925;Kémiai;for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry;182;Richard Zsigmondy;Richard Zsigmondy;Richard Adolf Zsigmondy;férfi;;1865-04-01;Európa;;;;Személy;Goettingen University, Göttingen, Germany;;;
1925;Béke;for his crucial role in bringing about the Locarno Treaty;488;Sir Austen Chamberlain;Sir Austen Chamberlain;Sir Austen Chamberlain;férfi;;1863-10-16;Európa;;;;Személy;;;;
1926;Béke;for their crucial role in bringing about the Locarno Treaty;490;Aristide Briand;Aristide Briand;Aristide Briand;férfi;;1862-03-28;Európa;;;;Személy;;;;
1926;Irodalmi;for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general;597;Grazia Deledda;Grazia Deledda;Grazia Deledda;nő;;1871-09-27;Európa;;;;Személy;;;;
1926;Béke;for their crucial role in bringing about the Locarno Treaty;491;Gustav Stresemann;Gustav Stresemann;Gustav Stresemann;férfi;;1878-05-10;Európa;;;;Személy;;;;
1926;Fizikai;for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium;32;Jean Baptiste Perrin;Jean Baptiste Perrin;Jean Baptiste Perrin;férfi;;1870-09-30;Európa;;;;Személy;Sorbonne University, Paris, France;;;
1926;Orvosi;for his discovery of the Spiroptera carcinoma;316;Johannes Fibiger;Johannes Fibiger;Johannes Andreas Grib Fibiger;férfi;;1867-04-23;Európa;;;;Személy;Copenhagen University, Copenhagen, Denmark;;;
1926;Kémiai;for his work on disperse systems;183;The Svedberg;The Svedberg;The (Theodor) Svedberg;férfi;;1884-08-30;Európa;;;;Személy;Uppsala University, Uppsala, Sweden;;;
1927;Fizikai;for his discovery of the effect named after him;33;Arthur H. Compton;Arthur H. Compton;Arthur Holly Compton;férfi;;1892-09-10;Észak-Amerika;;;;Személy;University of Chicago, Chicago, IL, USA;;;
1927;Fizikai;for his method of making the paths of electrically charged particles visible by condensation of vapour;34;C.T.R. Wilson;C.T.R. Wilson;Charles Thomson Rees Wilson;férfi;;1869-02-14;Európa;;;;Személy;University of Cambridge, Cambridge, United Kingdom;;;
1927;Béke;for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation;492;Ferdinand Buisson;Ferdinand Buisson;Ferdinand Buisson;férfi;;1841-12-20;Európa;;;;Személy;;;;
1927;Kémiai;for his investigations of the constitution of the bile acids and related substances;184;Heinrich Wieland;Heinrich Wieland;Heinrich Otto Wieland;férfi;;1877-06-04;Európa;;;;Személy;Munich University, Munich, Germany;;;
1927;Irodalmi;in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented;600;Henri Bergson;Henri Bergson;Henri Bergson;férfi;;1859-10-18;Európa;;;;Személy;;;;
1927;Orvosi;for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica;317;Julius Wagner-Jauregg;Julius Wagner-Jauregg;Julius Wagner-Jauregg;férfi;;1857-03-07;Európa;;;;Személy;Vienna University, Vienna, Austria;;;
1927;Béke;for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation;493;Ludwig Quidde;Ludwig Quidde;Ludwig Quidde;férfi;;1858-03-23;Európa;;;;Személy;;;;
1928;Kémiai;for the services rendered through his research into the constitution of the sterols and their connection with the vitamins;185;Adolf Windaus;Adolf Windaus;Adolf Otto Reinhold Windaus;férfi;;1876-12-25;Európa;;;;Személy;Goettingen University, Göttingen, Germany;;;
1928;Orvosi;for his work on typhus;318;Charles Nicolle;Charles Nicolle;Charles Jules Henri Nicolle;férfi;;1866-09-21;Európa;;;;Személy;Institut Pasteur, Tunis, Tunisia;;;
1928;Fizikai;for his work on the thermionic phenomenon and especially for the discovery of the law named after him;35;Owen Willans Richardson;Owen Willans Richardson;Owen Willans Richardson;férfi;;1879-04-26;Európa;;;;Személy;London University, London, United Kingdom;;;
1928;Irodalmi;principally for her powerful descriptions of Northern life during the Middle Ages;601;Sigrid Undset;Sigrid Undset;Sigrid Undset;nő;;1882-05-20;Európa;;;;Személy;;;;
1929;Kémiai;for their investigations on the fermentation of sugar and fermentative enzymes;186;Arthur Harden;Arthur Harden;Arthur Harden;férfi;;1865-10-12;Európa;;;;Személy;London University, London, United Kingdom;;;
1929;Orvosi;for his discovery of the antineuritic vitamin;319;Christiaan Eijkman;Christiaan Eijkman;Christiaan Eijkman;férfi;;1858-08-11;Európa;;;;Személy;Utrecht University, Utrecht, the Netherlands;;;
1929;Béke;for his crucial role in bringing about the Briand-Kellogg Pact;494;Frank B. Kellogg;Frank B. Kellogg;Frank Billings Kellogg;férfi;;1856-12-22;Észak-Amerika;;;;Személy;;;;
1929;Kémiai;for their investigations on the fermentation of sugar and fermentative enzymes;187;Hans von Euler-Chelpin;Hans von Euler-Chelpin;Hans Karl August Simon von Euler-Chelpin;férfi;;1873-02-15;Európa;;;;Személy;Stockholm University, Stockholm, Sweden;;;
1929;Fizikai;for his discovery of the wave nature of electrons;36;Louis de Broglie;Louis de Broglie;Prince Louis-Victor Pierre Raymond de Broglie;férfi;;1892-08-15;Európa;;;;Személy;Sorbonne University, Institut Henri Poincaré, Paris, France;;;
1929;Orvosi;for his discovery of the growth-stimulating vitamins;320;Sir Frederick Hopkins;Sir Frederick Hopkins;Sir Frederick Gowland Hopkins;férfi;;1861-06-20;Európa;;;;Személy;University of Cambridge, Cambridge, United Kingdom;;;
1929;Irodalmi;principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature;602;Thomas Mann;Thomas Mann;Thomas Mann;férfi;;1875-06-06;Európa;;;;Személy;;;;
1930;Kémiai;for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin;188;Hans Fischer;Hans Fischer;Hans Fischer;férfi;;1881-07-27;Európa;;;;Személy;Technische Hochschule (Institute of Technology), Munich, Germany;;;
1930;Orvosi;for his discovery of human blood groups;321;Karl Landsteiner;Karl Landsteiner;Karl Landsteiner;férfi;;1868-06-14;Európa;;;;Személy;Rockefeller Institute for Medical Research, New York, NY, USA;;;
1930;Béke;for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality';495;Nathan Söderblom;Nathan Söderblom;Lars Olof Jonathan (Nathan) Söderblom;férfi;;1866-01-15;Európa;;;;Személy;;;;
1930;Irodalmi;for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters;603;Sinclair Lewis;Sinclair Lewis;Sinclair Lewis;férfi;;1885-02-07;Észak-Amerika;;;;Személy;;;;
1930;Fizikai;for his work on the scattering of light and for the discovery of the effect named after him;37;Sir Chandrasekhara Venkata Raman;Sir Chandrasekhara Venkata Raman;Sir Chandrasekhara Venkata Raman;férfi;;1888-11-07;Ázsia;;;;Személy;Calcutta University, Calcutta, India;;;
1931;Kémiai;in recognition of their contributions to the invention and development of chemical high pressure methods;189;Carl Bosch;Carl Bosch;Carl Bosch;férfi;;1874-08-27;Európa;;;;Személy;University of Heidelberg, Heidelberg, Germany;I.G. Farbenindustrie A.G., Heidelberg, Germany;;
1931;Irodalmi;The poetry of Erik Axel Karlfeldt;604;Erik Axel Karlfeldt;Erik Axel Karlfeldt;Erik Axel Karlfeldt;férfi;;1864-07-20;Európa;;;;Személy;;;;
1931;Kémiai;in recognition of their contributions to the invention and development of chemical high pressure methods;190;Friedrich Bergius;Friedrich Bergius;Friedrich Bergius;férfi;;1884-10-11;Európa;;;;Személy;University of Heidelberg, Heidelberg, Germany;I.G. Farbenindustrie A.G., Mannheim-Rheinau, Germany;;
1931;Béke;for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind;496;Jane Addams;Jane Addams;Jane Addams;nő;;1860-09-06;Észak-Amerika;;;;Személy;;;;
1931;Béke;for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind;497;Nicholas Murray Butler;Nicholas Murray Butler;Nicholas Murray Butler;férfi;;1862-04-02;Észak-Amerika;;;;Személy;Columbia University, New York, NY, USA;;;
1931;Orvosi;for his discovery of the nature and mode of action of the respiratory enzyme;322;Otto Warburg;Otto Warburg;Otto Heinrich Warburg;férfi;;1883-10-08;Európa;;;;Személy;Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie, Berlin-Dahlem, Germany;;;
1932;Orvosi;for their discoveries regarding the functions of neurons;324;Edgar Adrian;Edgar Adrian;Edgar Douglas Adrian;férfi;;1889-11-30;Európa;;;;Személy;University of Cambridge, Cambridge, United Kingdom;;;
1932;Kémiai;for his discoveries and investigations in surface chemistry;191;Irving Langmuir;Irving Langmuir;Irving Langmuir;férfi;;1881-01-31;Észak-Amerika;;;;Személy;General Electric Company, Schenectady, NY, USA;;;
1932;Irodalmi;for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>;605;John Galsworthy;John Galsworthy;John Galsworthy;férfi;;1867-08-14;Európa;;;;Személy;;;;
1932;Orvosi;for their discoveries regarding the functions of neurons;323;Sir Charles Sherrington;Sir Charles Sherrington;Sir Charles Scott Sherrington;férfi;;1857-11-27;Európa;;;;Személy;University of Oxford, Oxford, United Kingdom;;;
1932;Fizikai;for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen;38;Werner Heisenberg;Werner Heisenberg;Werner Karl Heisenberg;férfi;;1901-12-05;Európa;;;;Személy;Leipzig University, Leipzig, Germany;;;
1933;Fizikai;for the discovery of new productive forms of atomic theory;39;Erwin Schrödinger;Erwin Schrödinger;Erwin Schrödinger;férfi;;1887-08-12;Európa;;;;Személy;Berlin University, Berlin, Germany;;;
1933;Irodalmi;for the strict artistry with which he has carried on the classical Russian traditions in prose writing;606;Ivan Bunin;Ivan Bunin;Ivan Alekseyevich Bunin;férfi;;1870-10-22;Európa;;;;Személy;;;;
1933;Fizikai;for the discovery of new productive forms of atomic theory;40;Paul A.M. Dirac;Paul A.M. Dirac;Paul Adrien Maurice Dirac;férfi;;1902-08-08;Európa;;;;Személy;University of Cambridge, Cambridge, United Kingdom;;;
1933;Béke;for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace;498;Sir Norman Angell;Sir Norman Angell;Sir Norman Angell (Ralph Lane);férfi;;1872-12-26;Európa;;;;Személy;;;;
1933;Orvosi;for his discoveries concerning the role played by the chromosome in heredity;325;Thomas H. Morgan;Thomas H. Morgan;Thomas Hunt Morgan;férfi;;1866-09-25;Észak-Amerika;;;;Személy;California Institute of Technology (Caltech), Pasadena, CA, USA;;;
1934;Béke;for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34;499;Arthur Henderson;Arthur Henderson;Arthur Henderson;férfi;;1863-09-13;Európa;;;;Személy;;;;
1934;Orvosi;for their discoveries concerning liver therapy in cases of anaemia;326;George H. Whipple;George H. Whipple;George Hoyt Whipple;férfi;;1878-08-28;Észak-Amerika;;;;Személy;University of Rochester, Rochester, NY, USA;;;
1934;Orvosi;for their discoveries concerning liver therapy in cases of anaemia;327;George R. Minot;George R. Minot;George Richards Minot;férfi;;1885-12-02;Észak-Amerika;;;;Személy;Harvard University, Cambridge, MA, USA;;;
1934;Kémiai;for his discovery of heavy hydrogen;192;Harold C. Urey;Harold C. Urey;Harold Clayton Urey;férfi;;1893-04-29;Észak-Amerika;;;;Személy;Columbia University, New York, NY, USA;;;
1934;Irodalmi;for his bold and ingenious revival of dramatic and scenic art;607;Luigi Pirandello;Luigi Pirandello;Luigi Pirandello;férfi;;1867-06-28;Európa;;;;Személy;;;;
1934;Orvosi;for their discoveries concerning liver therapy in cases of anaemia;328;William P. Murphy;William P. Murphy;William Parry Murphy;férfi;;1892-02-06;Észak-Amerika;;;;Személy;Harvard University, Cambridge, MA, USA;Peter Brent Brigham Hospital, Boston, MA, USA;;
1935;Béke;for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace;500;Carl von Ossietzky;Carl von Ossietzky;Carl von Ossietzky;férfi;;1889-10-03;Európa;;;;Személy;;;;
1935;Kémiai;in recognition of their synthesis of new radioactive elements;193;Frédéric Joliot;Frédéric Joliot;Frédéric Joliot;férfi;;1900-03-19;Európa;;;;Személy;Institut du Radium, Paris, France;;;
