dal_azon;cim;hely_azon;hangszer1;hangszer2;hangszer3;hangszer4;hangszer5;hangszer6;hangszer7;hangszer8;mufaj1;mufaj2;mufaj3;mufaj4;tanc;felvetel_azon;youtube_id;kezdete;vege
181;balos-8;67;Violin;Santouri;Percussion;Guitar;;;;;Traditional;Nisiotiko;Aegean;;1;181;EoJoqvZukgw;3336;3455
182;balos-9;67;Violin;Santouri;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;1;182;EoJoqvZukgw;1553;1922
183;balos-androu;31;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;1;183;CPLOoAZonTI;6042;6455
184;balos-as-tragoudiso-ki-as-charo;67;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;1;184;EoJoqvZukgw;6237;6522
185;balos-chitzaz-lesvos;2;Violin;Santouri;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;1;185;CPLOoAZonTI;1292;1443
186;balos-ko;32;Violin;Laouto;;;;;;;Traditional;Nisiotiko;Aegean;;1;186;CJ7m2WduEh8;3714;3833
187;balos-kykladon;67;Voice;Violin;Santouri;Laouto;Bass;;;;Traditional;Nisiotiko;Aegean;;1;187;q9e6UQh6d0c;2274;2476
188;balos-matzore;67;Violin;Santouri;Percussion;Laouto;;;;;Traditional;Nisiotiko;Aegean;;1;188;U6oWHEVNvfY;2739;2842
189;balos-sousta;33;Violin;Percussion;Laouto;Klarino;Kanonaki;;;;Traditional;Nisiotiko;Aegean;;0;189;vLTBEHw011s;2800;3080
190;balos-tsitsani;67;Voice;Violin;Guitar;Bouzouki;Bass;Accordion;;;Traditional;Nisiotiko;Aegean;;1;190;q9e6UQh6d0c;3837;4020
191;bam-aptalikos;2;Violin;Santouri;Percussion;Guitar;;;;;Traditional;Nisiotiko;Aegean;;1;191;EoJoqvZukgw;2709;2938
192;barba-mathios;24;Voice;Tsampouna;;;;;;;Traditional;Nisiotiko;Aegean;;1;192;Uijl65qxrrg;3381;3516
193;barbaria;67;Voice;Violin;Laouto;Bass;;;;;Traditional;Nisiotiko;Aegean;;1;193;V-8YVU5FnTo;5873;6086
194;barbouni-mou;72;Voice;Piano;Percussion;Ney;Laouto;Bass;;;Traditional;Nisiotiko;Cretan;;0;194;lBs4PyiRsIY;5428;5626
195;barbouni-mou-thalassino;2;Voice;Violin;Santouri;Percussion;Laouto;;;;Traditional;Nisiotiko;Aegean;;1;195;mp1pK6b1Oho;6019;6206
196;barbouni-mou-thalassino-2;67;Voice;Violin;Santouri;Laouto;Bass;;;;Traditional;Nisiotiko;Aegean;;1;196;q9e6UQh6d0c;3335;3532
197;barbouni-mou-thalassino-lesvos;2;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;1;197;CPLOoAZonTI;1061;1201
198;bate-koritsia-sto-choro;74;Voice;Violin;Santouri;Percussion;Laouto;Klarino;;;Traditional;Nisiotiko;Euboean;;1;198;ozHAP8gMIY8;1911;2123
199;beikos;65;Piano;Percussion;Mandolin;Bass;;;;;Urban-folk;Mikrasiatiko;;;0;199;lBs4PyiRsIY;1913;2064
200;berat-kos-cheimadiotikos;74;Santouri;Percussion;Laouto;Guitar;Floghera;;;;Traditional;Nisiotiko;Euboean;;1;200;ozHAP8gMIY8;3022;3144
201;berati;64;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Macedonian;Vlachic;;1;201;gMz1OBS9FlQ;6130;6426
202;berati-2;27;Trumpet;Trombone;Percussion;Klarino;Accordion;;;;Traditional;Macedonian;;;1;202;dIqJ-N3_Tso;4915;5127
203;berati-3;71;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Epirotic;;;1;203;6ZDyC-wpRXM;5303;5488
204;berati-4;71;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Epirotic;;;1;204;ifRo_Z05kuQ;2873;3175
205;berati-5;17;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Epirotic;;;0;205;qrOwc1mLFUk;2716;2935
206;beratia;68;Voice;Violin;Santouri;Percussion;Laouto;Klarino;Guitar;;Traditional;Thessalic;;;1;206;6ZDyC-wpRXM;5670;6060
207;bikan-oi-rouses-ston-choro;29;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;0;207;qrOwc1mLFUk;4413;4552
208;bir-allach;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Rebetiko;;;;1;208;tzCMruLs9bM;4747;4984
209;birbilomata;74;Voice;Violin;Santouri;Percussion;Laouto;Klarino;;;Traditional;Nisiotiko;Euboean;;1;209;ozHAP8gMIY8;3152;3359
210;biro-gianno;74;Voice;Violin;Tsampouna;Percussion;Laouto;;;;Traditional;Nisiotiko;Euboean;Arvanitic;1;210;ozHAP8gMIY8;5890;5959
211;bizerisa-mor-mana;68;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Thessalic;;;1;211;8gH9iexkXME;2407;2592
212;bochoris;13;Voice;Violin;Guitar;Cimbalom;Bass;Accordion;;;Traditional;Mikrasiatiko;;;1;212;TpK-XXFl51o;5686;5828
213;bochoris-2;;Voice;Mandolin;Guitar;Bass;Accordion;;;;Rebetiko;;;;0;213;VrnG_gxNwH8;1179;1466
214;boemis;;Voice;Guitar;Bouzouki;;;;;;Rebetiko;;;;0;214;vd8WTrc12Uo;4723;4938
215;boinaki;65;Voice;;;;;;;;Traditional;Mikrasiatiko;;;0;215;kJl_glSyJMo;5293;5438
216;bourdarikos;30;Violin;Santouri;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;1;216;jpktBKou-_E;4802;4904
217;bournova-me-krya-nera;13;Voice;Violin;Guitar;Cimbalom;Bass;Accordion;;;Traditional;Mikrasiatiko;;;1;217;TpK-XXFl51o;439;625
218;bournovalios-manes;13;Percussion;Oud;Klarino;Bass;;;;;Traditional;Mikrasiatiko;;;0;218;g4hypPA6D9Y;42;228
219;bournovas;13;Voice;Violin;Santouri;Percussion;Oud;Guitar;;;Traditional;Mikrasiatiko;;;1;219;5fJXkyrSxo4;5366;5566
220;boutzalia;13;Voice;Violin;Guitar;Cimbalom;Bass;Accordion;;;Urban-folk;Mikrasiatiko;;;0;220;TpK-XXFl51o;644;751
221;brafos-vlacha;24;Voice;Tsampouna;;;;;;;Traditional;Nisiotiko;Aegean;;1;221;Uijl65qxrrg;3804;3869
222;bratsera-leros;34;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;0;222;CPLOoAZonTI;5363;5609
223;bros-sta-kleista-parathyra;;Voice;Guitar;Bouzouki;Baglamas;Accordion;;;;Laiko;;;;0;223;YEPmaDr_UMA;3914;4099
224;bukura-more-arvanites-kato-italias;66;Voice;Guitar;;;;;;;Traditional;Southern-Italian;Arvanitic;;0;224;l2gUntzxeVc;4594;4755
225;cecen-kizi;19;Violin;Tambouras;Santouri;Percussion;Oud;Laouto;Klarino;Kanonaki;Traditional;Mikrasiatiko;Politiko;;0;225;6ZDyC-wpRXM;137;254
226;cecen-kizi-ta-xyla;2;Violin;Santouri;Percussion;Laouto;Klarino;;;;Traditional;Nisiotiko;Aegean;;1;226;U6oWHEVNvfY;5147;5367
227;chalai;73;Voice;Percussion;Lyra;;;;;;Traditional;Pontian;;;1;227;VmaUraZpvI8;2436;2659
228;chalai-2;73;Zournas;Percussion;;;;;;;Traditional;Pontian;;;1;228;i6kJdvFwCoA;1791;1936
229;chaniotiko-mou-giasemi-2;35;Voice;Percussion;Ney;Mandolin;Guitar;;;;Traditional;Nisiotiko;Cretan;;0;229;XpfvGga-5tU;5615;5746
230;chariklaki;;Voice;Percussion;Oud;Lyra;;;;;Rebetiko;;;;0;230;-YUXPO1BSRw;4142;4401
231;chasapia;64;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Macedonian;;;1;231;5z-ZGft2zCI;3153;3220
232;chasapia-makedonias;64;Violin;Santouri;Percussion;Laouto;Klarino;;;;Traditional;Macedonian;;;0;232;U6oWHEVNvfY;210;307
233;chasapiko-chitzaz;62;Violin;Percussion;Laouto;Klarino;Kanonaki;;;;Traditional;Thracian;;;1;233;vLTBEHw011s;3717;3800
234;chasapikos-beikos;19;Violin;Guitar;Cimbalom;Bass;Accordion;;;;Traditional;Mikrasiatiko;Politiko;;1;234;TpK-XXFl51o;6360;6554
235;chasaposervikos-choros;;Guitar;Bouzouki;Bass;Accordion;;;;;Rebetiko;;;;1;235;q9e6UQh6d0c;6464;6577
236;chatzikyriakeio;;Voice;Guitar;Bouzouki;Baglamas;;;;;Rebetiko;;;;1;236;IzjFkYASGbY;5803;6062
237;chavadia;16;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;237;UaYoyQPZEuo;4331;4560
238;chavadia-2;71;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;0;238;qrOwc1mLFUk;4746;5107
239;chavas-tou-kantouni;34;Voice;Violin;Santouri;Lyra;Laouto;;;;Traditional;Nisiotiko;Aegean;;0;239;CPLOoAZonTI;4407;4668
240;cheimariotiko;36;Voice;Violin;Percussion;Laouto;Klarino;Guitar;;;Traditional;Epirotic;;;1;240;GIOAt5GHt3I;2584;2855
241;cheimariotiko-2;36;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Epirotic;;;1;241;ifRo_Z05kuQ;4116;4173
242;cheimariotiko-3;36;Voice;Violin;Percussion;Laouto;;;;;Traditional;Epirotic;;;0;242;EoJoqvZukgw;4664;4931
243;chelmos-paradosiako;13;Voice;Guitar;Bass;Accordion;;;;;Traditional;Mikrasiatiko;;;0;243;ysRZQuuew_A;2;216
244;chilia-kalos-orisate;74;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Euboean;;0;244;Zy8tjrTf4sg;1265;1478
245;chiotissa-pergamos;65;Voice;Violin;Santouri;Klarino;Guitar;Cimbalom;Bass;Accordion;Traditional;Mikrasiatiko;;;0;245;e5WVqHyTui4;2981;3213
246;chitzaz;;Voice;Violin;Percussion;Klarino;Guitar;Accordion;;;Laiko;;;;0;246;vJ4F64WkQA0;2282;2440
247;chitzaz-mantilatos-thrakis;62;Violin;Santouri;Klarino;Guitar;Cimbalom;Bass;Accordion;;Traditional;Thracian;;;1;247;e5WVqHyTui4;3237;3405
248;chopa-chopa;73;Voice;Percussion;Lyra;Floghera;;;;;Traditional;Pontian;;;1;248;LL6pe_UtAe0;1004;1163
249;chora;63;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Central-Greek;;;1;249;5z-ZGft2zCI;2258;2305
250;chora-2;76;Violin;Guitar;Cimbalom;Bass;Accordion;;;;Traditional;Romanian;;;0;250;TpK-XXFl51o;4304;4351
251;chora-4;;Violin;Santouri;Percussion;Oud;Laouto;Klarino;Guitar;;Traditional;;;;0;251;6ZDyC-wpRXM;746;789
252;chora-5;76;Violin;Tambouras;Percussion;Laouto;;;;;Traditional;Romanian;;;0;252;vzCauXf6VhE;5883;5996
253;chora-agiasou;2;Violin;Santouri;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;1;253;jpktBKou-_E;2230;2304
254;chora-tou-giantzou;76;Violin;Percussion;Oud;Klarino;Guitar;Bass;;;Traditional;Romanian;;;0;254;g4hypPA6D9Y;2563;2749
255;chorefte-dyo-mou-matia;30;Voice;Violin;Tsampouna;Santouri;Percussion;Laouto;;;Traditional;Nisiotiko;Aegean;;1;255;jpktBKou-_E;6230;6325
256;chorepse-xene;66;Voice;Percussion;Guitar;Bass;Accordion;;;;Traditional;Southern-Italian;;;1;256;fooYiNew79E;4965;5268
257;chorepsete-chorepsete;22;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;1;257;CPLOoAZonTI;6455;6573
258;chores;76;Violin;Percussion;Laouto;Klarino;Guitar;;;;Traditional;Romanian;;;0;258;GIOAt5GHt3I;127;364
259;choros-agkaliastos;72;Voice;Violin;Laouto;Guitar;;;;;Traditional;Nisiotiko;Cretan;;1;259;e206O9UMfN0;2435;2767
260;choros-geronton;4;Voice;;;;;;;;Traditional;Nisiotiko;Ionian;;1;260;t60GoECE0p8;2344;2490
261;choros-gkainta;64;Percussion;Laouto;Klarino;;;;;;Traditional;Macedonian;;;1;261;6ZDyC-wpRXM;4980;5280
262;choros-issos;6;Violin;Laouto;;;;;;;Traditional;Nisiotiko;Aegean;;1;262;-Lae0QmE15A;1911;2121
263;choros-issos-painemata;6;Voice;Tsampouna;;;;;;;Traditional;Nisiotiko;Aegean;;1;263;-Lae0QmE15A;5166;5365
264;choros-michanikos;6;Violin;Laouto;;;;;;;Traditional;Nisiotiko;Aegean;;1;264;-Lae0QmE15A;3326;3589
265;choros-priniotaki;72;Violin;Laouto;Guitar;;;;;;Traditional;Nisiotiko;Cretan;;1;265;e206O9UMfN0;2961;3164
266;choros-roditikos;6;Voice;Violin;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;1;266;-Lae0QmE15A;4067;4338
267;choros-romvia;19;Violin;Santouri;Percussion;Oud;Guitar;;;;Traditional;Mikrasiatiko;Politiko;;0;267;5fJXkyrSxo4;48;238
268;choros-samiotikos;6;Violin;Laouto;;;;;;;Traditional;Nisiotiko;Aegean;;1;268;-Lae0QmE15A;5520;5808
269;choros-sia-siganos-kefalou;32;Violin;Laouto;;;;;;;Traditional;Nisiotiko;Aegean;;1;269;CJ7m2WduEh8;5229;5464
270;choros-sianos;32;Violin;Laouto;;;;;;;Traditional;Nisiotiko;Aegean;;1;270;CJ7m2WduEh8;3084;3279
271;choros-thymariotikos;6;Voice;Violin;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;1;271;-Lae0QmE15A;2511;2721
272;choros-tik;73;Percussion;Lyra;;;;;;;Traditional;Pontian;;;1;272;Aws0Y3aLaIs;1731;1886
273;choros-ton-koutalion-kappadokias;37;Tambouras;Percussion;Ney;;;;;;Traditional;Mikrasiatiko;;;0;273;Aws0Y3aLaIs;1252;1388
274;chortarakia-apo-to-livadi;69;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;1;274;6bLFhgwoKsY;4465;4683
275;chouzam;67;Violin;Santouri;Laouto;;;;;;Traditional;Nisiotiko;Aegean;;0;275;jpktBKou-_E;1458;1630
276;chramaki-aperathitiko;22;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;0;276;EoJoqvZukgw;6037;6119
277;christodoulos;27;Trumpet;Trombone;Percussion;Klarino;Accordion;;;;Traditional;Macedonian;;;1;277;dIqJ-N3_Tso;1386;1587
278;chronia-ston-peraia;;Voice;Guitar;Bouzouki;Baglamas;;;;;Rebetiko;;;;0;278;IzjFkYASGbY;1750;1980
279;ciftilareasa;76;Violin;Guitar;Cimbalom;Bass;Accordion;;;;Traditional;Romanian;;;0;279;TpK-XXFl51o;1794;1824
280;ciuri-ciuri;66;Voice;Percussion;Mandolin;Guitar;Bass;Accordion;;;Traditional;Southern-Italian;Polyphonic;;0;280;k_U5rTSHIMo;1003;1132
281;cogli-la-prima-mela;;Voice;Violin;Tuba;Percussion;Guitar;Flute;Bassoon;;Newer;Arrangement;;;0;281;2_xwDiunBrs;5001;5260
282;cosimino;66;Voice;Percussion;Guitar;Bass;Accordion;;;;Traditional;Southern-Italian;;;1;282;fooYiNew79E;4294;4570
283;den-akous-peristerouda-mou-kalanta-thrakis-sygkathistos;62;Voice;Violin;Percussion;Oud;Lyra;Klarino;Accordion;;Traditional;Thracian;;;1;283;fooYiNew79E;1237;1483
284;den-boro-na-katalavo;12;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;Vlachic;;1;284;wFOvhBpFM1o;3641;3751
285;den-m-agapas;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Laiko;;;;0;285;tzCMruLs9bM;5466;5652
286;den-paei-kato-to-krasi;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;0;286;GgGRYZMKezE;4843;5036
287;den-pao-pia-ston-galata;19;Voice;Violin;Guitar;Cimbalom;Bass;Accordion;;;Rebetiko;Mikrasiatiko;Politiko;;1;287;TpK-XXFl51o;5066;5236
288;deropolitiko-sta-tria;7;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Epirotic;;;0;288;KzKkszPd-eM;1312;1405
289;deropolitissa;7;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;289;ifRo_Z05kuQ;4214;4576
290;detos-meston;5;Voice;;;;;;;;Traditional;Nisiotiko;Aegean;;0;290;_mUIVNdIJFU;941;1062
291;detos-pyrgiou;5;Voice;;;;;;;;Traditional;Nisiotiko;Aegean;;1;291;_mUIVNdIJFU;3443;3678
292;detos-tou-xenitemenou;5;Voice;;;;;;;;Traditional;Nisiotiko;Aegean;;0;292;J-PqcxTXtp4;1231;1383
293;dimitrakis;64;Voice;Trumpet;Trombone;Percussion;Klarino;;;;Traditional;Macedonian;;;1;293;gMz1OBS9FlQ;5559;5717
294;dimitrakis-2;64;Trumpet;Trombone;Percussion;Klarino;;;;;Traditional;Macedonian;;;1;294;UaYoyQPZEuo;5531;5629
295;dimitroula;;Voice;Percussion;Oud;Lyra;;;;;Rebetiko;;;;1;295;-YUXPO1BSRw;3329;3584
296;dimitroula-mou;;Voice;Percussion;Guitar;Bouzouki;Bass;Accordion;;;Rebetiko;;;;1;296;pxhw04LZhiY;1143;1335
297;dimitroula-mou-2;;Voice;Violin;Santouri;Laouto;Bass;;;;Rebetiko;;;;1;297;q9e6UQh6d0c;910;1042
298;dipat;73;Voice;Percussion;Lyra;Floghera;;;;;Traditional;Pontian;;;1;298;LL6pe_UtAe0;428;616
299;diplon-omal;73;Voice;Percussion;Lyra;;;;;;Traditional;Pontian;;;1;299;LL6pe_UtAe0;4451;4659
300;diplon-tik;73;Voice;Percussion;Lyra;;;;;;Traditional;Pontian;;;1;300;LL6pe_UtAe0;6106;6300
301;disticha;73;Voice;Lyra;;;;;;;Traditional;Pontian;;;0;301;i6kJdvFwCoA;42;175
302;disticha-tis-tavlas;4;Voice;Guitar;;;;;;;Traditional;Nisiotiko;Ionian;;0;302;t60GoECE0p8;3439;3633
303;dolap;75;Voice;Percussion;Oud;Ney;Kanonaki;Bass;;;Traditional;Arabic;;;0;303;k_U5rTSHIMo;2732;2821
304;drakoulas-sevntalis;13;Voice;Violin;Guitar;Cimbalom;Bass;Accordion;;;Traditional;Mikrasiatiko;;;0;304;TpK-XXFl51o;2155;2374
305;drapetsonitissa;;Voice;Santouri;Piano;Guitar;;;;;Rebetiko;;;;0;305;vd8WTrc12Uo;1993;2221
306;driminitsa;71;Percussion;Laouto;Klarino;;;;;;Traditional;Epirotic;;;0;306;tbbAWeVEHFQ;6146;6580
307;driminitsa-2;17;Violin;Percussion;Laouto;Klarino;;;;;Traditional;Epirotic;;;1;307;8gH9iexkXME;5578;5657
308;dyo-dyo;38;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;;;1;308;UaYoyQPZEuo;2837;2980
309;dyo-filoi-balos;24;Voice;Violin;Santouri;Laouto;Klarino;Accordion;;;Traditional;Nisiotiko;Aegean;;1;309;Uijl65qxrrg;5968;6236
310;dyo-poulakia-ta-kaimena;62;Voice;Violin;Tuba;Percussion;Laouto;Flute;;;Traditional;Thracian;;;0;310;k_U5rTSHIMo;3815;3931
311;dyssea-pou-xecheimases;71;Voice;Violin;Santouri;Percussion;Laouto;Klarino;;;Traditional;Epirotic;;;0;311;vJ4F64WkQA0;4336;4644
312;echasa-mantili-sygkathistos;64;Trumpet;Trombone;Percussion;Klarino;;;;;Traditional;Macedonian;Vlachic;;1;312;gMz1OBS9FlQ;5805;5957
313;eche-geia-panta-geia;19;Voice;Violin;Santouri;Percussion;Laouto;Klarino;Guitar;;Traditional;Mikrasiatiko;Politiko;;1;313;5z-ZGft2zCI;6167;6384
314;echeis-kormi-arapiko;;Voice;Percussion;Guitar;Bouzouki;Bass;Accordion;;;Laiko;;;;1;314;pxhw04LZhiY;1995;2190
315;ederlezi-2;;Voice;Guitar;Bass;Accordion;;;;;Newer;;;;0;315;VrnG_gxNwH8;3018;3282
316;edo-ein-aloni-gia-choro;;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Sarakatsani;;;1;316;FXS9jCtkFLk;6262;6390
317;edo-s-afti-ti-geitonia;27;Voice;Trumpet;Trombone;Percussion;Klarino;Accordion;;;Traditional;Macedonian;;;1;317;dIqJ-N3_Tso;1613;1915
318;efilisa-melachrini-arekeia;70;Voice;;;;;;;;Traditional;Nisiotiko;Ionian;;0;318;Aws0Y3aLaIs;5305;5533
319;ego-eimai-i-vlacha-i-emorfi;12;Voice;;;;;;;;Traditional;Epirotic;Vlachic;;0;319;wFOvhBpFM1o;1221;1425
320;ego-gia-tin-parea-mou;69;Voice;Santouri;Laouto;;;;;;Traditional;Peloponnesian;;;0;320;U6oWHEVNvfY;1732;1866
321;ego-imouna-t-antiklaro;;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Sarakatsani;;;1;321;FXS9jCtkFLk;2577;2851
322;ego-tha-kopso-to-krasi;;Voice;Violin;Piano;Guitar;Bass;Accordion;;;Urban-folk;Urban-light;;;0;322;Desg3iWdxGU;5733;6007
323;ego-tha-kopso-to-krasi-2;;Voice;Mandolin;Guitar;Bass;;;;;Urban-folk;Urban-light;;;0;323;GgGRYZMKezE;1462;1731
324;ego-tha-paro-dyo;74;Voice;Tsampouna;Percussion;Laouto;;;;;Traditional;Nisiotiko;Euboean;;1;324;ozHAP8gMIY8;5520;5643
325;ego-tha-s-agapo;;Voice;Violin;Piano;Bass;Accordion;;;;Urban-folk;Urban-light;;;0;325;Desg3iWdxGU;6402;6569
326;ego-thelo-prigkipessa;;Voice;Guitar;Bouzouki;Baglamas;;;;;Rebetiko;;;;0;326;IzjFkYASGbY;5297;5486
327;ego-to-pino-kai-to-leo;;Voice;Mandolin;Guitar;Bass;;;;;Urban-folk;Urban-light;;;0;327;GgGRYZMKezE;2460;2644
328;eicha-mia-agapi;;Voice;Percussion;Ney;Mandolin;Guitar;;;;Newer;;;;0;328;XpfvGga-5tU;455;725
329;eikosiena;73;Percussion;Accordion;;;;;;;Traditional;Pontian;;;1;329;i6kJdvFwCoA;6415;6640
330;eimaste-dyo-eimaste-treis;;Voice;Violin;Santouri;Percussion;Laouto;Floghera;;;Traditional;Sarakatsani;;;0;330;cYE9_TXCmHs;948;1242
331;einai-arga-poly-arga;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Laiko;;;;0;331;zkoqg3VRVLA;2365;2614
332;einai-ola-mavra;;Voice;Guitar;Bouzouki;Accordion;;;;;Rebetiko;;;;0;332;GQoE6eVqP38;3563;3828
333;eisai-chtikio-giorgos-mitsakis;;Voice;Guitar;Bouzouki;Baglamas;Accordion;;;;Rebetiko;;;;0;333;L3fe3KGksU8;3188;3401
334;ela-opos-eisai;;Voice;Percussion;Guitar;Bouzouki;Bass;Accordion;;;Laiko;;;;1;334;pxhw04LZhiY;5932;6047
335;eleni;68;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Thessalic;;;1;335;8gH9iexkXME;2692;2895
336;eleni-2;;Voice;Piano;Guitar;Bouzouki;Bass;Accordion;;;Newer;Melodized-poetry;;;0;336;cKXi8_5_Rd4;4822;5111
337;eleni-apo-leivartzi;69;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;1;337;6bLFhgwoKsY;3198;3473
338;eleni-elenara-mou;;Voice;Violin;Guitar;Accordion;;;;;Rebetiko;;;;0;338;vd8WTrc12Uo;1403;1584
339;elies;4;Voice;;;;;;;;Traditional;Nisiotiko;Ionian;Polyphonic;0;339;t60GoECE0p8;1850;2000
340;ellada-lengko;;Voice;Piano;Guitar;Bass;Accordion;;;;Newer;;;;0;340;cKXi8_5_Rd4;1996;2342
341;elli;65;Voice;Violin;Santouri;Guitar;Cimbalom;Bass;Accordion;;Traditional;Mikrasiatiko;;;1;341;e5WVqHyTui4;1993;2181
342;ematha-arravoniastikes-choros-isos;67;Voice;Violin;Santouri;Laouto;;;;;Traditional;Nisiotiko;Aegean;;0;342;EoJoqvZukgw;3895;4019
343;ematha-pos-eisai-magkas-2;;Voice;Violin;Percussion;Oud;Klarino;Accordion;;;Rebetiko;;;;0;343;vJ4F64WkQA0;2960;3189
344;emeis-edo-den-irthame;26;Zournas;Voice;Percussion;;;;;;Traditional;Peloponnesian;;;1;344;o4XzhbCL0QM;411;603
345;emeis-kala-ton-iyrame;69;Voice;Violin;Laouto;Klarino;Floghera;;;;Traditional;Peloponnesian;;;0;345;6bLFhgwoKsY;2360;2570
346;en-velgio;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Newer;;;;0;346;ysRZQuuew_A;5711;5915
347;ena-atseri-peftei-peftei;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Laiko;;;;0;347;vl46xtCpsEw;3778;3946
348;ena-karavi-apo-ti-chio;67;Voice;Violin;Santouri;Laouto;Bass;;;;Traditional;Nisiotiko;Aegean;;1;348;q9e6UQh6d0c;1138;1297
349;ena-savvato-vrady;26;Voice;;;;;;;;Traditional;Peloponnesian;;;1;349;o4XzhbCL0QM;2796;2908
350;enan-astron-exeven-choros-dipat;73;Voice;Percussion;Lyra;Laouto;;;;;Traditional;Pontian;;;1;350;VmaUraZpvI8;409;646
351;enas-diavatis-stavros-tzouanakos-kostas-kofiniotis;;Voice;Guitar;Bouzouki;Bass;Accordion;;;;Rebetiko;;;;0;351;L3fe3KGksU8;4951;5144
352;enas-leventis-choreve;;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Sarakatsani;;;1;352;FXS9jCtkFLk;5442;5772
353;englezitsa;13;Voice;Violin;Santouri;Laouto;;;;;Traditional;Mikrasiatiko;;;1;353;jpktBKou-_E;3245;3368
354;ennia-chiliades-provata-tsamikos;68;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Thessalic;Vlachic;;1;354;gMz1OBS9FlQ;4668;4896
355;enteka;64;Voice;Trumpet;Trombone;Percussion;Klarino;;;;Traditional;Macedonian;;;0;355;guoEekslQ2M;6149;6365
356;epses-propses-eperasa;12;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Epirotic;Vlachic;;1;356;wFOvhBpFM1o;4341;4526
357;eri-pali;2;Voice;Violin;Santouri;Percussion;Guitar;;;;Traditional;Nisiotiko;Aegean;;0;357;EoJoqvZukgw;2453;2616
358;erixa-ta-matakia-mou;;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Sarakatsani;;;1;358;FXS9jCtkFLk;3407;3605
359;erodise-i-anatoli-zonaradiko-zavrateno-apo-mikro-bogialiki;62;Voice;Percussion;Floghera;Accordion;;;;;Traditional;Thracian;;;1;359;vLTBEHw011s;5912;6120
360;erotokritos;4;Voice;;;;;;;;Traditional;Nisiotiko;Ionian;Polyphonic;0;360;t60GoECE0p8;5245;5460
361;erotokritos-3;72;Voice;Violin;Mandolin;Guitar;;;;;Traditional;Nisiotiko;Cretan;;0;361;e206O9UMfN0;4147;4356
362;eseis-chelidonakia-mou;26;Voice;Violin;Percussion;Laouto;;;;;Traditional;Peloponnesian;;;1;362;o4XzhbCL0QM;5999;6160
363;eseis-poulia-petoumena;11;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Macedonian;;;0;363;8gH9iexkXME;1870;2093
364;eseis-vouna-mou-omorfa;63;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Central-Greek;;;0;364;qrOwc1mLFUk;3478;3675
365;eseis-vouna-psila-vouna;26;Voice;Violin;Percussion;Laouto;Klarino;;;;Traditional;Peloponnesian;;;0;365;4yPS8r0qVTw;4148;4354
